,LICENSE#,FULL NAME,DBA NAME,LICENSE TYPE,SITE LOCATION,ZIP,isyelp
697,BU07053280,JMK TRUST,,BU,2125  COWLES ST,90813,False
698,BU07053290,JMK TRUST,,BU,2131  COWLES ST,90813,False
699,BU07053300,JMK TRUST,,BU,2135  COWLES ST,90813,False
700,BU07041071,SEABRIGHT ANAHEIM STREET PROPS,,BU,1901 W ANAHEIM ST,90813,False
701,BU07041100,TED T ANDO,,BU,1931 W ANAHEIM ST,90813,False
702,BU07041110,TED T AND TOMIKO ANDO,,BU,1999 W ANAHEIM ST,90813,False
703,BU07040970,BERNS BROS INC,,BU,1700 W ANAHEIM ST,90813,False
704,BU07053080,MARY J SNYDER,,BU,1535  COWLES ST,90813,False
705,BU07053090,MARY J SNYDER,,BU,1541  COWLES ST,90813,False
706,BU07053110,MARY J AND SNYDER,,BU,1546  COWLES ST,90813,False
707,BU07053130,MARY J AND SNYDER,,BU,1550  COWLES ST,90813,False
708,BU07052540,PAUL & GEORGEEN BOOHER,,BU,1697  COTA AVE,90813,False
709,BU21138370,SUSAN LINTNER,LONG BEACH EXOTIC JERKY,BU,419  SHORELINE VILLAGE DR I,90802,False
710,BU21519410,QUANTUM SAIL DESIGN GROUP,QUANTUM SO CAL,BU,1620  COWLES ST,90813,False
711,BU21515590,ELISEO HERNANDEZ,E.H.O.P.,BU,2124  GAYLORD ST,90813,False
712,BU21520560,JANINE SOLANO,LITTLE GIRL BLUE'S TOYS AND GIFTS,BU,419  SHORELINE VILLAGE DR,90802,False
713,BU21521450,MIRIAM B GUEVARA,,BU,1333  SEABRIGHT AVE,90813,False
714,BU21520400,ENRRIQUE TORRES OROZCO,ENRRIQUE'S TRANSPORTATION,BU,2338  GAYLORD ST,90813,False
715,BU21521370,GT AUTO REPAIR LLC,,BU,1333  SEABRIGHT AVE,90813,False
716,BU21420340,R.Q. TIRES LLC,,BU,2105  COWLES ST,90813,False
717,BU21520170,AMBER PETROLEUM PRODUCTS INC,MOBIL DELIVERY SERVICE,BU,1543 W 16TH ST,90813,False
718,BU21428660,BROADWAY GLASS & MIRROR INC,,BU,2001 W 16TH ST,90813,False
719,BU99004210,ISIDRO R CISNEROS,LONG BEACH TRUCK SALES,BU,1530  COWLES ST,90813,False
720,BU97037700,JOHN COOPER,INDUSTRIAL TIRE SERVICE,BU,2020 W 16TH ST,90813,False
721,BU21410620,JOSE FELIX MARTINEZ,KOY'S,BU,1667  COTA AVE,90813,False
722,BU21415670,M&M CONTAINERS INC,,BU,1472  COTA AVE,90813,False
723,BU21513820,JOE W STUPOR,SMILE FOR THE BIRDIE,BU,423  SHORELINE VILLAGE DR,90802,False
724,BU21522738,GUSTAVO OCHOA,GUS BLEND & DEBURR HAND FINISH,BU,2128 W 16TH ST,90813,False
725,BU21504910,LESTER BOX INCORPORATED,LESTER BOX INCORPORATED,BU,1470  SEABRIGHT AVE,90813,False
726,BU21513570,KAIR HARBOR EXPRESS,,BU,1129  CANAL AVE,90813,False
727,BU21337770,THREE COUNTRIES LOGISTICS,,BU,2351 W 16TH ST,90813,False
728,BU21514190,HILUX AUTO ELECTRIC INC,,BU,2127 W 16TH ST,90813,False
729,BU21510680,UPLAND LOGISTICS LLC,,BU,1445  SANTA FE AVE A,90813,False
730,BU21512640,ROCKET OIL CO INC,ROCKET #4,BU,1701 W ANAHEIM ST,90813,False
731,BU20946010,COVANTA LONG BEACH RENEWABLE ENERGY CORP,,BU,118  PIER S AVE,90802,False
732,BU21511570,CAMERON WELDING SUPPLY INC,CAMERON WELDING SUPPLY,BU,1690  COTA AVE,90813,False
733,BU21502920,SHORELINE VILLAGE ENTERPRISES LLC,SHORELINE VILLAGE ENTERPRISES LLC,BU,429  SHORELINE VILLAGE DR P,90802,False
734,BU21228980,TREECAT PRODUCTIONS LLC,SHENANIGANS IRISH PUB & GRILLE,BU,423  SHORELINE VILLAGE DR A,90802,False
735,BU21508660,PORT PROPERTIES LLC,,BU,2338  GAYLORD ST,90813,False
736,BU21226640,SIERRA MOUNTAIN EXPRESS INC,SIERRA MOUNTAIN EXPRESS INC,BU,785  EDISON AVE,90813,False
737,BU21430270,AMBER RESOURCES LLC,SAWYER PETROLEUM,BU,1543 W 16TH ST,90813,False
738,BU21319060,LAURA SANDOVAL,LAURA & RAMIRO RAMIREZ TIRE SERVICE,BU,1618 W ESTHER ST,90813,False
739,BU21501570,ANGELICA'S TIRES INC,ANGELICAS TIRES,BU,2126 W ESTHER ST,90813,False
740,BU91058630,MAUREEN & RALPH BENNETT,CRAFT GALLERY THE,BU,419  SHORELINE VILLAGE DR C,90802,False
741,BU21220380,MATTHEW AUGUSTINE KIM,BUD'S SANDWICHES,BU,1445  SANTA FE AVE,90813,False
742,BU21501270,RAINDANCE LLC,RAINDANCE,BU,419  SHORELINE VILLAGE DR K,90802,False
743,BU21431800,ALL PORTS LOGISTICS INC,,BU,1789 W 9TH ST,90813,False
744,BU21328540,TESOSO REFINING & MARKETING COMPANY LLC,MARINE TERMINAL 3,BU,1400  PIER C ST,90813,False
745,BU21328560,TESORO REFINING & MARKETING COMPANY LLC,BERTH 121,BU,620  PIER T AVE,90802,False
746,BU21337190,JT STEEL INC,,BU,1539  COTA AVE,90813,False
747,BU21337500,BOA ARCHITECTURE,,BU,1511  COTA AVE,90813,False
748,BU21418260,AYLET RODRIGUEZ,KABALA TIRES,BU,1679 W 9TH ST,90813,False
749,BU21429360,CENTRAL TRUCK & OIL SUPPLY INC,,BU,1485  HAYES AVE,90813,False
750,BU21409860,QUETZALTCOATZ MEDINA,TRILOGY DENTAL LABORATORY,BU,2043  GAYLORD ST,90813,False
751,BU21422880,TAI J PARK,SAM'S JR LIQUOR,BU,1576  SANTA FE AVE,90813,False
752,BU93006750,MURPHY TRANSPORTATION INC,MURPHY TRANSPORTATION,BU,1601 W 12TH ST,90813,False
753,BU21223800,VISOTH HOUR,J T & T APPAREL INC,BU,1582  COTA AVE,90813,False
754,BU92051150,SELECT RESTAURANTS INC,PARKER'S LIGHTHOUSE,BU,435  SHORELINE VILLAGE DR,90802,False
755,BU21338360,FERNANDO MORENO,FERNANDO CABINETS,BU,1540  CANAL AVE,90813,False
756,BU21405610,ALBERTO TORRES,CARBON CRAFT,BU,2065  GAYLORD ST,90813,False
757,BU21126510,WEST COAST SANDBLASTING INC,WEST COAST SANDBLASTING INC,BU,1516  HAYES AVE,90813,False
758,BU21402530,EAGLE ROCK AGGREGATES INC,EAGLE ROCK AGGREGATES-LONG BEACH TERMINAL,BU,1501  PIER D ST,90802,False
759,BU21227360,JW GONZALEZ CORPORATION,,BU,1480  SEABRIGHT AVE,90813,False
760,BU93034760,NATIONAL GYPSUM COMPANY,NATIONAL GYPSUM COMPANY,BU,1850  PIER B ST,90813,False
761,BU20907600,CHARLES DEENEY,CLYDE MARINE SERVICES,BU,2150 W 15TH ST,90813,False
762,BU93045350,BAY BREEZE CARE INC,BAY BREEZE CARE INC,BU,1653  SANTA FE AVE,90813,False
763,BU21320190,ORIENT STARS LLC,,BU,1675 W 9TH ST,90813,False
764,BU21222190,7 STAR LOGISTICS INC,,BU,2351 W 16TH ST,90813,False
765,BU21135700,PHILLIPS STEEL CO INC,,BU,1620 W ANAHEIM ST,90813,False
766,BU21322430,JC MANUFACTORING INC,JC MANUFACTORING,BU,2055  GAYLORD ST,90813,False
767,BU21314030,CRISTIAN JIMENEZ,PACIFIC SNACK SHOP,BU,2130 W PACIFIC COAST HWY,90810,False
768,BU21313840,ALFONSO RIVERA PADRON,SOUTH BAY DEBURRING,BU,1540  CANAL AVE,90813,False
769,BU88043340,DONG UCK LEE,,BU,1488  SANTA FE AVE,90813,False
770,BU88043360,JON A MASTERSON,,BU,1735  SEABRIGHT AVE,90813,False
771,BU20911550,PORTSIDE PARTNERS,RESIDENCE INN BY MARRIOTT,BU,600  QUEENS WAY DR,90802,False
772,BU20911560,PORTSIDE PARTNERS,RESIDENCE INN BY MARRIOTT,BU,600  QUEENS WAY DR,90802,False
773,BU91051400,"SANFORD ,RVCR SPIEGELMAN",,BU,1650  SANTA FE AVE,90813,False
774,BU20850881,JORGE A ABARCA,UNIVERSAL CUSTOM UPHOLSTERY,BU,1325  SEABRIGHT AVE,90813,False
775,BU21226110,JILL & RICHARD HUGHES,ALL AMERICAN TOWING,BU,1752  COTA AVE,90813,False
776,BU21036100,LOS ANGELES SMSA LP,VERIZON WIRELESS,BU,2665 W SEASIDE BLVD,90802,False
777,BU20919501,BRIAN FERRELL,4 STAR CONSTRUCTION,BU,1553  JUDSON AVE,90813,False
778,BU21215280,METRO PCS CALIFORNIA LLC,,BU,1700  SANTA FE AVE,90813,False
779,BU21227760,PURITY LABS LLC,PURITY LABS LLC,BU,1730  HAYES AVE,90813,False
780,BU21221320,"SGS US WEST COAST, LLC",,BU,1651  SEABRIGHT AVE,90813,False
781,BU97015550,WALTERS WHOLESALE ELECTRIC CO,,BU,1619 W 15TH ST,90813,False
782,BU21117270,CHRISTOPHER WILLIAMS,C & C TOWING,BU,1557  COTA AVE,90813,False
783,BU21108560,MARINUS SCIENTIFIC,,BU,1666  SEABRIGHT AVE,90813,False
784,BU21102720,MAHAVIR GROUP LLC,LA BONITA INN MOTEL,BU,1626 W ESTHER ST,90813,False
785,BU21112610,EJ USA INC,,BU,2020 W 14TH ST,90813,False
786,BU21129080,JOSE GUALBERTO LERMA MALDONADO,BETO'S AUTO BODY SHOP,BU,1541 W 15TH ST,90813,False
787,BU21129040,IN N OUT PAINT COMPLETE TRUCK & AUTO REPAIR,IN N OUT PAINT COMPLETE TRUCK & AUTO REPAIR,BU,1629 W ANAHEIM ST,90813,False
788,BU21011230,FARHAD DAI,CAFE DIA,BU,429  SHORELINE VILLAGE DR F,90802,False
789,BU21104000,WALTER PARRA,WP BODY SHOP,BU,2145  GAYLORD ST,90813,False
790,BU21105680,OTTONIEL CANO,OTTO'S TRUCK SUPPLIES,BU,2147  GAYLORD ST,90813,False
791,BU95012320,DAE HYUN JI,D J AUTO BODY PARTS,BU,1130  SANTA FE AVE,90813,False
792,BU20819200,SMITH CO CONSTRUCTION INC,,BU,2001 W 14TH ST,90813,False
793,BU21002740,ARMANDO A NUNEZ,NUNEZ CORES,BU,1697  COTA AVE,90813,False
794,BU20935780,H ROBERTS CONSTRUCTION INC,ROBERTS CONSTRUCTION INC,BU,2165  GAYLORD ST,90813,False
795,BU20928980,GMS TRUCK & TRAILER REPAIR LLC,,BU,2135 W ESTHER ST,90813,False
796,BU20928990,TAPIA TRUCKING LLC,,BU,2135 W ESTHER ST,90813,False
797,BU20739580,PACIFIC CRANE MAINTENANCE COMPANY LP,,BU,301  MEDITERRANEAN WAY,90802,False
798,BU21032520,TEPECHI ENTERPRISES INC,BIRRIERIA TEPECHI,BU,1440  SANTA FE AVE,90813,False
799,BU96001040,STEVE & MAXINE DANIEL,ROCKY MOUNTAIN CHOCOLATE FACTORY,BU,419  SHORELINE VILLAGE DR F,90802,False
800,BU21026710,SPRINT TELEPHONY PCS LP,SPRINT TELEPHONY PCS LP,BU,1605  PIER D ST,90802,False
801,BU20911100,RMMC LAND CO,,BU,1543 W 16TH ST,90813,False
802,BU98027600,TONY BEROVINOS,TONY'S AUTO SERVICE AND TOWING,BU,1750  CANAL AVE  4 Vehicles,90813,False
803,BU98027780,ROCCO GRIECO,HARBOR TRUCK WASH AND PUBLIC SCALE,BU,2130 W PACIFIC COAST HWY,90810,False
804,BU21005080,LBC LOGISTICS LLC,,BU,1320  HAYES AVE,90813,False
805,BU88031640,ALFRED TAYLOR,,BU,1638  COWLES ST  Includes 1638-46 Cowles St,90813,False
806,BU88031650,WALLACE KREAG,,BU,2150  COWLES ST,90813,False
807,BU20920860,FIFO INC,R T L WOODWORKS,BU,1660  HAYES AVE,90813,False
808,BU95010390,LENGNER & SONS PRODUCE EXPRESS,,BU,1916 W ANAHEIM ST,90813,False
809,BU94004450,KBR INC,ELECTRO-TECH MACHINING,BU,2000  GAYLORD ST,90813,False
810,BU20825760,BOAT RENTALS OF AMERICA INC,LONG BEACH BOAT RENTALS,BU,429  SHORELINE VILLAGE DR,90802,False
811,BU20930040,ADRIAN W LICCIARDI,,BU,1414  COTA AVE,90813,False
812,BU20930050,ADRIAN W LICCIARDI,,BU,1426  COTA AVE,90813,False
813,BU20930060,ADRIAN W LICCIARDI,,BU,1400  COTA AVE,90813,False
814,BU20827480,DEPENDABLE FREIGHT & CONTAINER TRANSPORT INC,,BU,1560  SEABRIGHT AVE,90813,False
815,BU20803580,LE PAPEL EXPRESS LLC,,BU,1614  COWLES ST,90813,False
816,BU20841690,ALL GLASS & UPHOLSTREY INC,,BU,2024 W 15TH ST,90813,False
817,BU20838400,TESORO REFINING AND MARKETING CO,,BU,820  CARRACK AVE,90802,False
818,BU20903970,TWISTER & COFFEE,TWISTER & COFFEE,BU,419  SHORELINE VILLAGE DR M,90802,False
819,BU20805790,PATRON LABS INC,APPLIED MICROBIOLOGICAL SERVICES,BU,1538  GAYLORD ST,90813,False
820,BU95001730,DAVID MAURICE WICK,DAVID WICK,BU,1759  COTA AVE,90813,False
821,BU20835980,O ENTERTAINMENT OF CALIF INC,,BU,1657 W 16TH ST,90813,False
822,BU20807820,T D I SIGNS,,BU,1419  SEABRIGHT AVE,90813,False
823,BU20739160,SEAPORT TIRE CO INC,,BU,2021 W ANAHEIM ST,90813,False
824,BU20810980,AMERICAN TRANSPORTATION SERVICE INC,,BU,"1941 W 9TH ST  APN(7436001915,7436001918,7436001920)INCLUDES 1825 W 9TH ST",90813,False
825,BU20817400,MARUHIDE MARINE PRODUCTS INC,,BU,2145 W 17TH ST,90813,False
826,BU20807170,GUZZLER MANUFACTURING INC,FS SOLUTIONS,BU,1510  HAYES AVE,90813,False
827,BU20807180,GUZZLER MANUFACTURING INC,FS SOLUTIONS,BU,1510  HAYES AVE,90813,False
828,BU20821990,JON A  TRUST MASTERSON,,BU,1708  SEABRIGHT AVE,90813,False
829,BU20732680,COMPANY CC INC,SAGA,BU,429  SHORELINE VILLAGE DR K,90802,False
830,BU98025200,JON FARGUSON,JON'S BODY SHOP,BU,1556 W 11TH ST,90813,False
831,BU20742710,DMITRY PROKOPENKO,PROTEK TRADING COMPANY,BU,1542  GAYLORD ST,90813,False
832,BU90019031,PCH PROPERTIES,,BU,1400  CANAL AVE,90813,False
833,BU97014000,CAVANAUGH MACHINE WORKS INC,,BU,1540  SANTA FE AVE,90813,False
834,BU97022210,DOUGLAS A YOUNG,QUESTECH,BU,2125 W 17TH ST,90813,False
835,BU99036420,AMBERWICK CORP,AMBERWICK CORP,BU,2304 W 16TH ST,90813,False
836,BU97000940,MARIO VILLA,M V REFRIGERATION MAINTENANCE,BU,1535  SANTA FE AVE,90813,False
837,BU98041680,SPRINT TELEPHONY PCS LP,SPRINT PCS,BU,1700  SANTA FE AVE,90813,False
838,BU99020070,RAUL OCHOA,RAUL'S BODY SHOP,BU,2130 W 17TH ST,90813,False
839,BU93011610,TOM'S SERVICE INC,TOM'S SERVICE INC,BU,1601 W 12TH ST,90813,False
840,BU93026270,FORK LIFT SERVICE CO INC,FORK LIFT SERVICE,BU,1713  COTA AVE,90813,False
841,BU95030630,WILLIE A THOMAS,THOMAS LAND CLEARING CO,BU,2170 W ESTHER ST,90813,False
842,BU99006560,PRAXAIR DISTRIBUTION INC,PRAXAIR,BU,1619 W ANAHEIM ST,90813,False
843,BU87030410,CRISTOBAL LOPEZ,FIBERGLASS ARTS,BU,1540  CANAL AVE,90813,False
844,BU99009080,ART AND FRANK STONE,JACKSTONE DRAINAGE OIL SERVICE,BU,2200 W 16TH ST,90813,False
845,BU99046501,CAL CAN HOLDINGS LLC,,BU,2165 W 16TH ST,90813,False
846,BU87052890,DONG U LEE,,BU,1490  SANTA FE AVE,90813,False
847,BU90027470,WEIGHMASTERS MURPHY INC,WEIGHMASTERS MURPHY INC,BU,1601 W 12TH ST,90813,False
848,BU93047380,JI HWAN AND JIN SOOK CHUNG,JIM'S LIQUOR,BU,1488  SANTA FE AVE,90813,False
849,BU95009910,PLASTI-CLAD INC,PLASTI-CLAD,BU,1523  COTA AVE,90813,False
850,BU96030810,MARU JU SEAFOODS INC,,BU,1577  COTA AVE,90813,False
851,BU96043400,ANTONIO RIVERA PERAZA,EASY ROLL OFF SERVICES,BU,2145 W 16TH ST,90813,False
852,BU96005670,TOYOTA LOGISTICS SERVICE INC,,BU,785  EDISON AVE,90813,False
853,BU93038040,"MICHAEL TR, MCFADDEN FAMILY TRUST MCFADDEN",,BU,1450  SANTA FE AVE  Inclds 1450-52 Santa Fe Ave,90813,False
854,BU94057481,GATEWAY ENTERPRISES LLC/ABA ENTERPRISES LLC,SHORELINE VILLAGE ENTERPRISES,BU,429  SHORELINE VILLAGE DR,90802,False
855,BU94065191,GATEWAY ENTERPRISES LLC/ABA ENTERPRISES LLC,SHORELINE VILLAGE ENTERPRISES,BU,423  SHORELINE VILLAGE DR,90802,False
856,BU94065201,GATEWAY ENTERPRISES LLC/ABA ENTERPRISES LLC,SHORELINE VILLAGE ENTERPRISES,BU,419  SHORELINE VILLAGE DR,90802,False
857,BU99038320,PAUL ALLEN COLLINS,PAC DESIGN,BU,1415  COTA AVE,90813,False
858,BU91009150,JAYME S WILSON,SPIRIT CRUISES-SHORELINE VILLAGE,BU,429  SHORELINE VILLAGE DR D,90802,False
859,BU95028160,TARICCO CORP,,BU,1538 W 16TH ST,90813,False
860,BU96020430,BEL-BORN MGMT CORP,THE VILLAGE HAT SHOP,BU,429  SHORELINE VILLAGE DR A,90802,False
861,BU96012630,CASE FAMILY TRUST JOSEPH H CASE TRUSTEE,,BU,2121  GAYLORD ST,90813,False
862,BU96012640,CASE FAMILY TRUST JOSEPH H CASE TRUSTEE,,BU,2119  GAYLORD ST,90813,False
863,BU97005870,SEAPORT HARBOR INVESTMENT PROPERTIES,HOT LICKS,BU,419  SHORELINE VILLAGE DR H,90802,False
864,BU97001790,KATHLEEN C DODD,ATLAS MARINE INC,BU,1570  COTA AVE,90813,False
865,BU88024970,"CROSBY & OVERTON, INC",,BU,1610 W 17TH ST,90813,False
866,BU89004080,NELLOR CORPORATION,WEST COAST VALVE SERVICES,BU,1758  HAYES AVE,90813,False
867,BU94012470,CRESCENT CITY MARINE WAYS,,BU,1605  PIER D ST,90802,False
868,BU85001670,"HARMEIER, WAYNE",,BU,1532 W ANAHEIM ST  1526-1570 W Anaheim St,90813,False
869,BU89054700,GEORGE PALLITTO,SUPERIOR METAL CO,BU,1666  COTA AVE,90813,False
870,BU89049190,"EDMOND, A J COMPANY INC","EDMOND,A J COMPANY",BU,1530 W 16TH ST,90813,False
871,BU85001710,ALFRED E ET AL TAYLOR,,BU,1400  SANTA FE AVE  Includes 1400-1412,90813,False
872,BU21523081,TJ TRUCKING GROUP LLC,,BU,1439  COTA AVE,90813,False
873,BU88060150,ADVANCE ELEVATOR INC,,BU,1451  SANTA FE AVE,90813,False
874,BU21524339,FREETIME INC,WHEEL FUN RENTALS,BU,429  SHORELINE VILLAGE DR G,90802,False
875,BU21525426,ANAHEIM STREET PROPERTIES LLC,PHILLIPS STEEL COMPANY,BU,1545 W ANAHEIM ST,90813,False
876,BU21524773,JOHN COOPER TRUST,,BU,2013  GAYLORD ST  INCLUDES 2013-15 GAYLORD ST,90813,False
877,BU21525244,AARON ALCANTARA,ACE OF PAINT,BU,1493  COTA AVE,90813,False
878,BU21525514,JPF INDUSTRIAL SERVICES INC,JPF INDUSTRIAL SERVICES CO,BU,1737 W 16TH ST,90813,False
879,BU21524819,WANG REVOCABLE LIVING TRUST,,BU,1525  SEABRIGHT AVE,90813,False
880,BU87070020,PAT GRAHAM,,BU,1724 W 16TH ST,90813,False
881,BU07075611,"IRWIN, WILFRED W CO TR/IRWIN FAMILY TRUST",,BU,1480  SEABRIGHT AVE,90813,False
882,BU07075631,"IRWIN, WILFRED W CO TR/IRWIN FAMILY TRUST",,BU,1500  SEABRIGHT AVE,90813,False
883,BU21525767,CLOVER CONFECTIONS INC,Sugar Daddies Sweet Shoppe,BU,429  SHORELINE VILLAGE DR E,90802,False
884,BU21702880,XIANG ZHOU,,BU,1655  COTA AVE,90813,False
885,BU21702826,TELAIR INTERNATIONAL LLC,NORDISK AVIATION PRODUCTS,BU,2030 W ESTHER ST,90813,False
886,BU21708652,INA BASKIN,,BU,2030 W 16TH ST,90813,False
887,BU21708309,LB DISCOVERY LLC,,BU,1665  COTA AVE,90813,False
888,BU21703312,BARO AND SEV,ISTANBUL HOME,BU,419  SHORELINE VILLAGE DR E,90802,False
889,BU21600212,OVERCAST DESIGN & PRINT LLC,,BU,1671 W 9TH ST,90813,False
890,BU21705910,CHAPJIAN ARDEMIS TRUST,,BU,1510  COTA AVE,90813,False
891,BU21705716,THREE COUNTRIES LOGISTICS,,BU,2340 W 17TH ST,90813,False
892,BU21605816,LOS ANGELES SMSA LIMITED PARTNERSHIP,VERZION WIRELESS,BU,1498  COTA AVE,90813,False
893,BU21602952,SUDDUTH CO LLC,,BU,2030 W ESTHER ST,90813,False
894,BU21707172,COTA LLC,,BU,1667  COTA AVE  INCLUDES 1667-69 COTA AVE,90813,False
895,BU21708335,OVERSEAS FREIGHT INC,,BU,2340 W 17TH ST,90813,False
896,BU21702352,PACIFIC INDUSTRIAL PROPS LLC,,BU,1300  SEABRIGHT AVE,90813,False
897,BU21703288,RPM HARBOR SERVICES INC,,BU,2338  GAYLORD ST,90813,False
898,BU21608430,MR & MRS FIRE EXTINGUISHER CORP,MR & MRS FIRE EXTINGUISHER CORP,BU,1724  HAYES AVE,90813,False
899,BU21604092,GLOBAL WEST TRANSPORTATION,,BU,1725  COTA AVE,90813,False
900,BU21700072,BREAKWATER INTERNATIONAL CALIFORNIA,,BU,1491  CANAL AVE,90813,False
901,BU21600106,SHORELINE LOGISTICS LLC,,BU,1445  SANTA FE AVE A,90813,False
902,BU21701328,LONG BEACH STORAGE CENTER LLC,,BU,1700  SANTA FE AVE,90813,False
903,BU21701469,RIO VISTA VENTURES LLC,THE GIUMARRA COMPANIES,BU,1710  PIER B ST,90813,False
904,BU21701470,GIUMARRA INTERNATIONAL BERRY LLC,THE GIUMARRA COMPANIES,BU,1710  PIER B ST,90813,False
905,BU21702425,PACIFIC CRANE MAINTENANCE COMPANY LLC,PACIFIC CRANE MAINTENANCE COMPANY LLC,BU,1550  PIER B ST,90813,False
906,BU21601512,GST TRANSPORT INC,,BU,1495  JUDSON AVE,90813,False
907,BU20251050,CAT SCALE COMPANY,CAT SCALE COMPANY,BU,2130 W PACIFIC COAST HWY,90810,False
908,BU21606069,CARLIN INDUSTRIES,,BU,2119 W 17TH ST,90813,False
909,BU21606728,HEYDI CACERES,FRESH INTERNATIONAL SOLUTION GROUP,BU,2170 W ESTHER ST,90813,False
910,BU21703508,SANWORKS INC,,BU,1705  HAYES AVE,90813,False
911,BU21607554,ISIDRO CISNEROS RAMOS,HI-TECH HEADS & MACHINE,BU,1530  COWLES ST,90813,False
912,BU21708782,LB ENDEAVOR LLC,,BU,1445  SANTA FE AVE  INCLUDES 1445-47 SANTA FE AVE,90813,False
913,BU21603814,JUAN DE DIOS URIAS,JUAN'S AUTO,BU,1333  SEABRIGHT AVE,90813,False
914,BU21601355,JRL PROPERTIES LLC,,BU,2116  GAYLORD ST,90813,False
915,BU21601356,JRL PROPERTIES LLC,,BU,2130 W 17TH ST,90813,False
916,BU21705012,PAUL L SHUBIN,,BU,1715 W ANAHEIM ST,90813,False
917,MJ21700700,CHRONIC PAIN RELEAF CENTER,CHRONIC PAIN RELEAF,BU,1501  SANTA FE AVE,90813,False
918,BU21706801,"AMERICAN TRANSPORTATION SERVICES, INC",,BU,"1906 W ANAHEIM ST  APN(7436001028,7436001903)INCLUDES 1900 W ANAHEIM ST",90813,False
919,BU21601353,JRL PROPERTIES LLC,,BU,1325  SEABRIGHT AVE,90813,False
920,BU21601354,JRL PROPERTIES LLC,,BU,2114 W 16TH ST,90813,False
921,BU21601588,FSI TRANSLOADING INC,,BU,1495  JUDSON AVE  INCLUDES 1465 JUDSON AVE,90813,False
922,BU21706338,2257 W GAYLORD ST,,BU,2257  GAYLORD ST,90813,False
923,BU21706765,LB PROPERTY GROUP LLC,,BU,1419  SEABRIGHT AVE,90813,False
924,BU21707326,LULU AQUINO,,BU,1661  COTA AVE,90813,False
925,BU21708534,SOUTHERN CALIFORNIA BTS INC.,BUDGET TOWING SERVICE,BU,2112 W 17TH ST,90813,False
926,BU21607769,NEW-NEW STUFF INCORPORATED,NEW-NEW STUFF,BU,1445  SANTA FE AVE B,90813,False
927,BU21607776,HCT FINE CARPENTARY INC,,BU,2120 W 15TH ST,90813,False
928,BU21708630,1542 SEABRIGHT HOLDINGS INC,,BU,1542  SEABRIGHT AVE,90813,False
929,BU90008670,PAUL PASTUSAK,,BU,1644 W 17TH ST,90813,False
930,BU21702803,MOTORACTIVE USA INC,,BU,2001 W 14TH ST A,90813,False
931,MJ21705303,"FUNKY BUDDHA, INC",,BU,2257  GAYLORD ST,90813,False
932,BU21211490,LONG BEACH MAINTENANCE AND REPAIR INC,DEDICATED CHASSIS SERVICE,BU,2030 W 17TH ST,90804,False
933,BU21211500,LONG BEACH MAINTENANCE AND REPAIR INC,PORT SIDE AUTO SALES,BU,2044 W 17TH ST,90813,False
934,BU21707527,VIAND LLC,,BU,1419  SANTA FE AVE,90813,False
935,BU21700823,BARO AND SEV,ISTANBUL HOME,BU,419  SHORELINE VILLAGE DR,90802,False
936,BU21706355,SAN PROPERTY SOLUTIONS LLC,,BU,1455  COTA AVE,90813,False
937,BU21706366,1734-1742 HAYES LLC,,BU,1734  HAYES AVE,90813,False
938,BU21707931,GARY A TRYAN,,BU,2165  COWLES ST,90813,False
939,BU21704981,MKP LONG BEACH LLC,,BU,2029 W 15TH ST  INCLUDES 2019-29 W 15TH ST,90813,False
940,BU21807786,PACIFIC HARBOR TRANSPORT INC.,,BU,1700  SANTA FE AVE 201,90813,False
941,BU21806038,JR GREASE TRAP CORP,,BU,1571 W 15TH ST,90813,False
942,BU21803780,ADVANCED TRUCK & AUTO SERVICES INC,ADVANCED REGISTRATION SERVICES,BU,1700  SANTA FE AVE 206,90813,False
943,BU21805259,1368 OREGON AVENUE LLC,,BU,1629 W ANAHEIM ST,90813,False
944,BU21801217,MARCO GUERRA,MG DRIVE AWAY TRANSPORT,BU,2150  COWLES ST,90813,False
945,BU21801329,K&K SIMPSON PROPERTIES LLC,,BU,1425  SANTA FE AVE,90813,False
946,BU21805498,LB DRAGON PROPERTY LLC,,BU,1455  JUDSON AVE,90813,False
947,BU21801872,SEAN BENAIM,,BU,1317  COTA AVE  1317-21 COTA AVE,90813,False
948,BU21806861,HUSS KENNETH E TRUST,,BU,1345  SEABRIGHT AVE,90813,False
949,BU21807475,SYMBIO LONG BEACH LLC,,BU,2125  GAYLORD ST,90813,False
950,BU21808133,"CALIFORNIA TOWER, INC.",,BU,1498  COTA AVE,90813,False
951,BU21800301,LASSEN CHATSWORTH PARTNERSHIP,,BU,1481  COTA AVE  INCLUDES 1481-93 COTA AVE,90813,False
952,BU21807310,NELSON JOHN C&C G TRUST,,BU,1633 W 17TH ST,90813,False
953,BU21806216,THE LAB AUTOMOTIVE INC,,BU,2119 W 17TH ST,90813,False
954,BU21800970,INA BASKIN,,BU,1570  SEABRIGHT AVE,90813,False
955,BU21806502,WATERWOOD ENTERPRISES LLC,,BU,1440  SEABRIGHT AVE,90813,False
956,BU21806503,WATERWOOD ENTERPRISES LLC,,BU,1439  COTA AVE,90813,False
957,BU21806504,WATERWOOD ENTERPRISES LLC,,BU,1433  COTA AVE,90813,False
958,BU21801371,REYNO MOTORSPORTS INC,,BU,1906 W ANAHEIM ST,90813,False
